"","IP","X_","audio","condition","experimentName","item","response1","response1_time","sound1","time","trialnumber","userCode","userFileName","view"
"188","86.30.43.133",1418043129791,"53_4_exp","NM_Pl","HSElist4","exp","Ошибка!",5186,1,2014-12-08 04:52:09,61,"NGC6",6,"stimulus.ejs"
"189","86.30.43.133",1418043139124,"54_4_fill","M_Pl","HSElist4","fill","",NA,1,2014-12-08 04:52:19,62,"NGC6",6,"stimulus.ejs"
"190","86.30.43.133",1418043148808,"55_4_fill","M_Pauc","HSElist4","fill","",NA,1,2014-12-08 04:52:28,63,"NGC6",6,"stimulus.ejs"
"191","86.30.43.133",1418043159654,"56_4_exp","M_Pl","HSElist4","exp","Ошибка!",3318,1,2014-12-08 04:52:39,64,"NGC6",6,"stimulus.ejs"
"192","86.30.43.133",1418043170381,"57_4_exp","NM_Sg","HSElist4","exp","Ошибка!",5563,1,2014-12-08 04:52:50,65,"NGC6",6,"stimulus.ejs"
"193","86.30.43.133",1418043179056,"58_4_fill","M_Pl","HSElist4","fill","",NA,1,2014-12-08 04:52:59,66,"NGC6",6,"stimulus.ejs"
"194","86.30.43.133",1418043191744,"59_4_exp","M_Sg","HSElist4","exp","",NA,1,2014-12-08 04:53:11,67,"NGC6",6,"stimulus.ejs"
"195","86.30.43.133",1418043201241,"60_4_fill","NM_Pl","HSElist4","fill","Ошибка!",6231,1,2014-12-08 04:53:21,68,"NGC6",6,"stimulus.ejs"
"196","86.30.43.133",1418043212549,"61_4_fill","NM_Pauc","HSElist4","fill","Ошибка!",6128,1,2014-12-08 04:53:32,69,"NGC6",6,"stimulus.ejs"
"197","86.30.43.133",1418043223069,"62_4_exp","NM_Pl","HSElist4","exp","Ошибка!",5697,1,2014-12-08 04:53:43,70,"NGC6",6,"stimulus.ejs"
"198","86.30.43.133",1418043233913,"63_4_exp","M_Pl","HSElist4","exp","",NA,1,2014-12-08 04:53:54,71,"NGC6",6,"stimulus.ejs"
"199","86.30.43.133",1418043242665,"64_4_fill","M_Pauc","HSElist4","fill","",NA,1,2014-12-08 04:54:02,72,"NGC6",6,"stimulus.ejs"
"200","86.30.43.133",1418043252906,"65_4_exp","NM_Sg","HSElist4","exp","Ошибка!",5576,1,2014-12-08 04:54:13,73,"NGC6",6,"stimulus.ejs"
